pensioner_id,age,life_proof_delay,bank_activity_count,biometric_status,historical_approval_rate,pension_credit_anomaly,eligibility_label
PNS-48436,76.2,2.03,13,1,0.8278,0,1
PNS-48437,72.6,6.48,8,1,0.9014,0,1
PNS-48438,79.07,13.72,7,1,0.6259,0,1
PNS-48439,60.55,12.89,8,1,0.917,0,1
PNS-48440,71.1,10.1,10,0,0.5791,0,0
PNS-48441,86.79,27.72,8,1,0.753,0,1
PNS-48442,68.67,2.67,12,0,0.6503,0,0
PNS-48443,63.73,42.44,6,1,0.9776,0,1
PNS-48444,59.71,0.92,12,1,0.5458,0,1
PNS-48445,70.31,2.18,8,0,0.7541,1,0
PNS-48446,79.5,1.64,8,1,0.4519,0,1
PNS-48447,72.3,1.52,11,1,0.792,0,1
PNS-48448,66.26,3.77,10,1,0.8118,0,1
PNS-48449,72.37,1.73,9,0,0.6768,0,0
PNS-48450,65.68,16.14,7,1,0.8858,1,1
PNS-48451,69.55,3.12,8,1,0.7195,0,1
PNS-48452,72.95,49.16,9,1,0.5142,0,1
PNS-48453,82.02,13.21,9,1,0.8003,0,1
PNS-48454,71.6,4.91,12,1,0.8282,0,1
PNS-48455,69.74,2.05,11,1,0.7192,0,1
PNS-48456,84.28,0.02,10,1,0.9227,0,1
PNS-48457,79.02,22.7,8,1,0.58,0,1
PNS-48458,67.26,8.3,8,0,0.819,0,1
PNS-48459,62.07,8.16,1,0,0.9028,0,0
PNS-48460,66.09,12.55,16,1,0.6587,1,0
PNS-48461,72.83,4.26,7,1,0.8641,0,1
PNS-48462,75.85,17.18,11,1,0.6276,0,1
PNS-48463,63.84,6.66,4,1,0.9531,0,1
PNS-48464,73.35,11.76,7,1,0.8439,0,1
PNS-48465,60.82,28.12,7,1,0.6444,1,0
PNS-48466,57.76,17.01,7,1,0.8818,0,1
PNS-48467,68.57,17.13,13,1,0.8725,1,1
PNS-48468,66.25,4.97,8,1,0.9252,0,1
PNS-48469,79.92,2.76,3,1,0.8413,1,0
PNS-48470,85.03,17.71,5,0,0.5345,0,0
PNS-48471,63.13,4.44,2,1,0.8383,0,1
PNS-48472,61.17,10.42,2,0,0.6393,0,0
PNS-48473,57.06,27.85,9,1,0.6731,0,1
PNS-48474,61.31,10.28,11,1,0.9548,0,1
PNS-48475,69.66,2.03,9,1,0.6747,0,1
PNS-48476,65.91,43.02,8,1,0.8891,0,1
PNS-48477,57.93,5.27,6,1,0.7534,0,1
PNS-48478,82.29,1.3,14,1,0.8583,0,1
PNS-48479,73.3,0.79,7,1,0.8497,1,1
PNS-48480,82.07,25.15,6,1,0.8725,1,0
PNS-48481,66.51,5.54,3,1,0.9656,0,1
PNS-48482,78.18,17.23,4,1,0.9061,0,1
PNS-48483,66.81,2.17,8,1,0.9623,1,1
PNS-48484,64.87,7.72,14,1,0.8644,0,1
PNS-48485,68.19,48.55,10,0,0.3866,0,0
PNS-48486,62.4,14.81,6,1,0.4545,1,0
PNS-48487,66.86,1.62,6,1,0.9277,0,1
PNS-48488,75.57,5.19,9,1,0.8261,0,1
PNS-48489,70.35,0.41,6,0,0.7915,1,0
PNS-48490,79.98,9.78,9,1,0.6129,1,0
PNS-48491,71.14,6.19,12,1,0.9402,0,1
PNS-48492,67.12,6.68,7,0,0.9221,0,1
PNS-48493,75.48,4.04,7,1,0.8008,0,1
PNS-48494,70.91,10.35,7,1,0.7963,0,1
PNS-48495,64.16,0.87,4,1,0.7022,0,1
PNS-48496,61.82,5.03,6,1,0.6288,0,1
PNS-48497,80.0,46.59,5,0,0.9489,0,0
PNS-48498,56.17,1.71,8,1,0.8743,0,1
PNS-48499,66.42,8.38,9,1,0.7413,0,1
PNS-48500,56.72,24.66,4,1,0.6425,0,1
PNS-48501,71.9,2.87,11,1,0.7883,0,1
PNS-48502,67.22,3.71,9,1,0.946,0,1
PNS-48503,58.0,28.67,6,1,0.6523,0,1
PNS-48504,61.05,28.7,4,1,0.7606,1,0
PNS-48505,68.36,19.49,8,1,0.7656,0,1
PNS-48506,70.28,44.94,8,1,0.7911,0,1
PNS-48507,62.63,11.33,13,1,0.7296,0,1
PNS-48508,62.36,14.47,5,0,0.831,0,0
PNS-48509,69.28,11.24,9,1,0.6865,0,1
PNS-48510,77.68,6.44,6,1,0.8139,0,1
PNS-48511,74.71,24.7,9,1,0.6744,1,0
PNS-48512,64.36,18.95,8,1,0.6247,0,1
PNS-48513,75.99,19.54,6,1,0.7152,0,1
PNS-48514,65.48,16.56,8,1,0.9351,0,1
PNS-48515,67.04,18.18,6,1,0.7298,0,1
PNS-48516,79.53,9.06,8,1,0.759,1,1
PNS-48517,71.66,25.4,5,1,0.7906,0,1
PNS-48518,69.5,6.38,7,1,0.8387,0,1
PNS-48519,68.07,2.54,9,1,0.8182,0,1
PNS-48520,70.42,32.04,8,1,0.8862,0,1
PNS-48521,68.06,0.94,12,1,0.7205,0,1
PNS-48522,65.69,14.12,5,1,0.7326,0,1
PNS-48523,62.78,2.37,7,1,0.9138,1,1
PNS-48524,68.62,5.3,9,1,0.8983,0,1
PNS-48525,60.95,5.58,13,0,0.7383,0,1
PNS-48526,58.86,3.48,15,0,0.8171,0,1
PNS-48527,70.16,11.93,4,1,0.7672,0,1
PNS-48528,75.84,31.85,6,1,0.8529,0,1
PNS-48529,61.63,8.27,6,1,0.9163,0,1
PNS-48530,63.02,67.45,12,1,0.793,0,1
PNS-48531,55.28,35.9,11,1,0.9501,0,1
PNS-48532,57.47,10.12,12,1,0.8447,0,1
PNS-48533,57.77,2.37,13,1,0.9662,0,1
PNS-48534,75.79,3.42,8,1,0.9659,1,1
PNS-48535,63.78,1.7,6,1,0.682,0,1
PNS-48536,71.67,17.24,9,1,0.8832,0,1
PNS-48537,65.88,25.58,13,1,0.9311,0,1
PNS-48538,72.84,5.07,9,0,0.7643,0,1
PNS-48539,77.33,61.49,6,0,0.6947,0,0
PNS-48540,67.76,13.49,3,1,0.81,0,1
PNS-48541,77.07,12.13,7,1,0.9282,0,1
PNS-48542,80.4,0.76,8,1,0.917,0,1
PNS-48543,78.77,24.33,12,0,0.923,0,1
PNS-48544,62.62,17.59,13,1,0.8586,0,1
PNS-48545,77.84,12.39,12,1,0.8426,0,1
PNS-48546,67.0,1.35,7,0,0.9327,0,1
PNS-48547,69.43,2.15,8,1,0.653,0,1
PNS-48548,74.53,10.54,7,1,0.7188,1,0
PNS-48549,68.49,11.12,8,0,0.7905,0,1
PNS-48550,64.45,14.79,5,1,0.6072,0,1
PNS-48551,80.37,23.91,12,1,0.6232,0,1
PNS-48552,71.82,6.73,9,1,0.7554,0,1
PNS-48553,61.46,2.93,2,0,0.9129,0,0
PNS-48554,69.01,5.87,3,1,0.878,0,1
PNS-48555,70.0,1.0,4,1,0.763,0,1
PNS-48556,71.86,24.66,4,0,0.6099,0,0
PNS-48557,68.56,8.29,6,1,0.7651,0,1
PNS-48558,75.56,11.23,4,0,0.725,0,0
PNS-48559,57.86,13.55,7,1,0.8627,0,1
PNS-48560,66.97,13.78,8,1,0.6872,0,1
PNS-48561,82.29,9.07,9,0,0.7232,1,0
PNS-48562,65.19,0.35,7,1,0.863,0,1
PNS-48563,69.93,33.52,7,0,0.9397,1,0
PNS-48564,60.04,12.9,9,1,0.7119,0,1
PNS-48565,85.25,2.72,5,1,0.7528,0,1
PNS-48566,70.28,12.89,9,1,0.7517,0,1
PNS-48567,57.93,3.75,3,1,0.812,0,1
PNS-48568,76.72,0.23,4,0,0.8852,0,0
PNS-48569,59.41,17.73,7,1,0.9243,0,1
PNS-48570,73.47,0.35,8,1,0.6533,0,1
PNS-48571,76.24,13.57,9,1,0.687,0,1
PNS-48572,84.21,11.56,4,1,0.8211,0,1
PNS-48573,69.79,31.61,9,1,0.8869,1,1
PNS-48574,68.39,20.45,7,1,0.7844,0,1
PNS-48575,59.9,16.45,6,1,0.8004,0,1
PNS-48576,64.35,10.84,8,0,0.8903,0,1
PNS-48577,62.29,11.68,7,1,0.9378,0,1
PNS-48578,66.55,4.31,11,1,0.8341,0,1
PNS-48579,63.84,36.16,10,1,0.9554,0,1
PNS-48580,74.29,14.56,14,1,0.4635,0,1
PNS-48581,63.52,9.77,7,1,0.4567,0,1
PNS-48582,71.8,7.56,5,1,0.6117,0,1
PNS-48583,67.08,15.88,10,0,0.833,0,1
PNS-48584,63.02,3.73,10,1,0.8749,0,1
PNS-48585,62.29,25.72,14,1,0.5858,0,1
PNS-48586,69.86,4.2,5,1,0.6814,0,1
PNS-48587,78.97,6.26,9,1,0.8469,1,1
PNS-48588,62.15,9.05,7,0,0.9098,0,1
PNS-48589,68.38,12.84,5,1,0.6204,0,1
PNS-48590,71.87,12.72,8,0,0.7326,0,0
PNS-48591,67.84,14.33,7,1,0.9826,0,1
PNS-48592,66.3,14.11,6,1,0.9397,0,1
PNS-48593,71.83,43.32,8,1,0.8391,0,1
PNS-48594,55.95,1.64,3,1,0.6597,0,1
PNS-48595,56.06,8.86,12,1,0.6211,0,1
PNS-48596,57.56,41.28,10,1,0.8151,0,1
PNS-48597,66.71,2.24,7,1,0.9244,1,1
PNS-48598,60.29,46.29,10,0,0.7013,0,0
PNS-48599,56.52,0.02,9,1,0.6096,0,1
PNS-48600,71.04,3.48,11,0,0.6673,0,0
PNS-48601,67.78,39.98,11,1,0.6738,0,1
PNS-48602,74.06,3.64,9,1,0.5879,0,1
PNS-48603,62.16,1.04,14,1,0.7877,0,1
PNS-48604,67.49,13.05,6,1,0.8282,0,1
PNS-48605,74.4,6.23,9,1,0.7802,0,1
PNS-48606,57.49,12.56,7,1,0.8992,0,1
PNS-48607,62.71,12.89,6,0,0.8053,0,0
PNS-48608,75.94,26.28,11,1,0.8007,0,1
PNS-48609,68.16,7.49,9,1,0.5294,0,1
PNS-48610,66.8,25.58,8,1,0.6636,0,1
PNS-48611,67.69,23.67,5,0,0.8537,0,0
PNS-48612,77.78,5.11,6,1,0.7105,1,0
PNS-48613,67.81,13.24,12,1,0.7552,0,1
PNS-48614,68.36,5.87,5,1,0.6876,0,1
PNS-48615,67.87,8.25,10,1,0.7332,0,1
PNS-48616,55.07,51.59,15,1,0.9547,0,1
PNS-48617,72.02,10.02,3,1,0.7814,0,1
PNS-48618,61.43,31.93,7,1,0.8801,0,1
PNS-48619,57.9,9.58,11,0,0.6315,1,0
PNS-48620,56.29,26.05,16,1,0.7218,0,1
PNS-48621,55.69,94.85,6,1,0.9143,0,1
PNS-48622,66.43,2.13,7,1,0.9139,0,1
PNS-48623,59.8,3.95,10,0,0.8704,0,1
PNS-48624,64.52,27.41,12,1,0.7162,0,1
PNS-48625,76.49,34.12,10,1,0.6516,0,1
PNS-48626,68.49,38.12,7,1,0.8011,0,1
PNS-48627,70.03,10.23,3,0,0.8091,0,0
PNS-48628,78.24,8.45,11,1,0.8259,0,1
PNS-48629,64.72,4.64,10,1,0.7519,0,1
PNS-48630,71.13,4.24,6,1,0.7209,1,0
PNS-48631,70.52,20.41,8,1,0.7952,0,1
PNS-48632,74.59,3.97,3,1,0.8577,0,1
PNS-48633,64.43,12.41,6,1,0.9646,0,1
PNS-48634,63.41,17.29,10,1,0.744,0,1
PNS-48635,60.55,10.4,12,1,0.9127,0,1
PNS-48636,57.7,20.22,6,1,0.8944,0,1
PNS-48637,86.5,2.33,7,1,0.6835,0,1
PNS-48638,63.47,3.98,5,1,0.8263,0,1
PNS-48639,75.42,8.86,4,1,0.7896,0,1
PNS-48640,73.65,28.2,9,1,0.7423,1,0
PNS-48641,56.48,11.67,3,1,0.792,0,1
PNS-48642,63.8,19.58,6,1,0.886,0,1
PNS-48643,68.48,2.23,6,1,0.8597,0,1
PNS-48644,71.16,3.51,9,0,0.7243,0,1
PNS-48645,70.65,46.7,7,1,0.9459,1,0
PNS-48646,82.03,4.99,5,1,0.933,0,1
PNS-48647,75.28,19.62,13,1,0.8683,0,1
PNS-48648,73.26,18.25,4,1,0.8179,0,1
PNS-48649,75.75,8.11,22,1,0.9614,1,1
PNS-48650,78.82,43.79,9,1,0.7775,0,1
PNS-48651,63.02,28.16,7,1,0.8922,0,1
PNS-48652,55.36,0.99,2,1,0.9067,0,1
PNS-48653,63.15,1.44,6,1,0.7886,0,1
PNS-48654,57.01,33.39,13,1,0.8715,0,1
PNS-48655,60.14,0.51,5,1,0.6774,0,1
PNS-48656,68.8,8.54,11,1,0.6062,0,1
PNS-48657,63.57,21.39,11,0,0.7637,1,0
PNS-48658,73.18,30.04,4,1,0.8716,0,1
PNS-48659,70.43,54.23,7,1,0.646,0,1
PNS-48660,70.92,44.02,8,1,0.9108,0,1
PNS-48661,57.88,12.62,6,0,0.705,0,0
PNS-48662,60.98,65.31,7,0,0.7647,0,0
PNS-48663,66.87,22.52,5,1,0.8904,0,1
PNS-48664,72.54,6.15,7,1,0.7993,0,1
PNS-48665,83.38,34.38,7,1,0.7802,1,0
PNS-48666,69.43,0.92,4,1,0.7469,0,1
PNS-48667,70.14,7.59,2,1,0.8455,0,1
PNS-48668,63.75,14.86,15,1,0.5911,0,1
PNS-48669,66.27,1.21,8,1,0.6549,0,1
PNS-48670,78.2,10.22,5,1,0.9566,0,1
PNS-48671,68.73,6.58,8,1,0.9371,0,1
PNS-48672,73.11,1.47,8,1,0.9614,0,1
PNS-48673,78.41,7.28,11,0,0.8464,0,1
PNS-48674,76.8,10.68,5,1,0.5742,0,1
PNS-48675,68.26,0.24,13,1,0.8977,0,1
PNS-48676,68.85,19.73,13,1,0.9287,0,1
PNS-48677,64.91,8.69,8,1,0.2752,0,1
PNS-48678,71.99,3.29,5,1,0.9668,0,1
PNS-48679,64.69,29.75,9,1,0.8642,0,1
PNS-48680,70.8,2.74,11,1,0.9035,0,1
PNS-48681,76.31,6.23,11,1,0.8483,0,1
PNS-48682,72.29,15.56,5,1,0.8256,0,1
PNS-48683,59.69,10.45,3,1,0.7266,0,1
PNS-48684,67.64,5.15,8,1,0.9526,1,1
PNS-48685,73.35,3.76,12,1,0.8737,0,1
PNS-48686,70.3,3.71,9,1,0.8513,0,1
PNS-48687,58.31,2.46,7,1,0.8029,0,1
PNS-48688,75.2,19.74,7,1,0.6461,0,1
PNS-48689,83.27,2.54,12,1,0.7781,0,1
PNS-48690,61.05,23.9,13,1,0.6064,0,1
PNS-48691,62.2,47.17,6,0,0.8896,0,0
PNS-48692,68.2,13.99,7,1,0.823,0,1
PNS-48693,66.99,8.88,8,1,0.7421,0,1
PNS-48694,77.62,56.34,10,1,0.7546,0,1
PNS-48695,70.27,2.35,6,1,0.8122,0,1
PNS-48696,65.67,5.22,8,1,0.7859,0,1
PNS-48697,63.28,9.28,4,1,0.8439,0,1
PNS-48698,55.78,12.13,7,1,0.9394,0,1
PNS-48699,78.96,4.67,11,1,0.9272,0,1
PNS-48700,73.02,7.32,6,1,0.9296,0,1
PNS-48701,67.28,6.22,9,1,0.5807,0,1
PNS-48702,68.87,26.63,7,1,0.8225,0,1
PNS-48703,67.14,10.81,3,1,0.9775,0,1
PNS-48704,75.66,8.59,11,1,0.7444,1,1
PNS-48705,56.63,4.35,10,1,0.9504,0,1
PNS-48706,66.37,57.66,3,1,0.8148,0,1
PNS-48707,66.23,7.58,6,1,0.8213,1,1
PNS-48708,67.9,0.34,7,1,0.5707,0,1
PNS-48709,81.58,29.75,10,1,0.8789,0,1
PNS-48710,65.71,1.09,18,1,0.8597,0,1
PNS-48711,61.9,6.26,15,0,0.8628,0,1
PNS-48712,68.42,6.47,12,1,0.9364,0,1
PNS-48713,56.83,0.15,3,0,0.7379,0,0
PNS-48714,69.24,7.57,13,1,0.9007,0,1
PNS-48715,62.2,3.72,10,1,0.846,1,1
PNS-48716,69.8,16.48,9,0,0.3995,0,0
PNS-48717,66.56,7.5,7,1,0.7938,0,1
PNS-48718,66.87,19.29,9,1,0.9574,0,1
PNS-48719,73.01,36.06,9,1,0.9223,0,1
PNS-48720,73.88,3.7,8,1,0.8924,0,1
PNS-48721,84.27,6.7,6,1,0.7351,0,1
PNS-48722,73.55,12.43,7,1,0.697,1,0
PNS-48723,66.04,15.1,5,0,0.8628,0,0
PNS-48724,62.94,4.93,5,1,0.8422,1,0
PNS-48725,70.77,3.39,5,1,0.8201,0,1
PNS-48726,79.69,21.84,11,0,0.6913,1,0
PNS-48727,74.85,41.98,9,0,0.6119,0,0
PNS-48728,62.3,2.82,10,1,0.6685,0,1
PNS-48729,71.62,14.17,6,1,0.8522,0,1
PNS-48730,69.78,22.91,9,1,0.9663,0,1
PNS-48731,76.39,8.9,8,1,0.9683,0,1
PNS-48732,70.41,25.76,15,1,0.8394,0,1
PNS-48733,70.11,14.89,8,1,0.8234,0,1
PNS-48734,58.55,17.29,16,1,0.8648,0,1
PNS-48735,74.34,16.31,6,1,0.9522,0,1
PNS-48736,56.88,26.86,7,0,0.6075,0,0
PNS-48737,68.72,29.18,9,1,0.9695,1,1
PNS-48738,63.59,3.79,11,1,0.7542,0,1
PNS-48739,63.12,14.93,8,1,0.7757,0,1
PNS-48740,72.66,5.31,8,1,0.8935,0,1
PNS-48741,67.97,2.93,4,1,0.7179,0,1
PNS-48742,77.0,7.94,11,1,0.7817,0,1
PNS-48743,66.42,15.65,8,1,0.8932,0,1
PNS-48744,64.89,17.36,7,1,0.6594,0,1
PNS-48745,78.06,14.55,9,1,0.8901,0,1
PNS-48746,58.06,0.57,8,1,0.8846,0,1
PNS-48747,83.34,2.76,8,0,0.865,1,0
PNS-48748,74.85,6.96,8,1,0.8127,1,1
PNS-48749,65.78,6.83,8,1,0.8173,0,1
PNS-48750,64.65,33.44,6,1,0.8474,1,0
PNS-48751,62.89,5.41,5,1,0.6576,0,1
PNS-48752,70.55,1.71,4,1,0.7723,0,1
PNS-48753,61.7,5.44,7,1,0.8564,0,1
PNS-48754,67.06,45.02,5,1,0.8375,0,1
PNS-48755,59.31,14.73,6,1,0.8598,0,1
PNS-48756,73.7,6.72,11,1,0.834,0,1
PNS-48757,69.36,12.06,8,1,0.7132,1,1
PNS-48758,64.26,10.87,6,1,0.7959,0,1
PNS-48759,66.07,4.64,7,1,0.9613,0,1
PNS-48760,62.46,5.31,5,1,0.7192,0,1
PNS-48761,70.51,33.51,7,1,0.8908,0,1
PNS-48762,57.96,11.96,9,1,0.8266,0,1
PNS-48763,75.22,2.45,4,1,0.6393,0,1
PNS-48764,69.39,1.08,6,0,0.9125,0,1
PNS-48765,64.41,1.03,13,1,0.8723,0,1
PNS-48766,72.7,22.97,14,1,0.8365,0,1
PNS-48767,71.11,5.11,10,1,0.9004,0,1
PNS-48768,59.63,40.7,7,1,0.6881,0,1
PNS-48769,78.46,3.17,6,1,0.8664,0,1
PNS-48770,85.6,12.48,9,1,0.751,1,1
PNS-48771,76.72,19.13,7,0,0.7079,0,0
PNS-48772,66.69,4.47,13,1,0.8521,1,1
PNS-48773,75.92,0.29,7,1,0.4358,0,1
PNS-48774,79.52,7.59,6,0,0.9268,0,0
PNS-48775,64.58,27.9,14,1,0.8846,1,1
PNS-48776,64.96,7.05,10,1,0.9378,0,1
PNS-48777,70.52,16.13,7,1,0.8316,0,1
PNS-48778,58.93,14.31,4,1,0.7087,0,1
PNS-48779,65.35,0.33,9,0,0.8711,0,1
PNS-48780,64.67,6.35,4,1,0.7709,0,1
PNS-48781,58.51,8.29,7,1,0.9558,1,1
PNS-48782,64.25,55.48,9,1,0.9314,0,1
PNS-48783,74.02,52.88,5,1,0.9594,0,1
PNS-48784,73.45,22.83,13,0,0.931,0,1
PNS-48785,66.58,54.33,7,1,0.8282,0,1
PNS-48786,68.5,44.05,6,0,0.81,0,0
PNS-48787,65.57,34.96,6,1,0.8183,0,1
PNS-48788,70.37,11.76,12,1,0.9515,0,1
PNS-48789,59.87,41.22,7,1,0.9068,0,1
PNS-48790,75.67,4.07,13,1,0.7406,0,1
PNS-48791,77.58,12.15,10,1,0.9404,0,1
PNS-48792,61.13,3.62,8,1,0.6201,0,1
PNS-48793,76.95,26.46,13,1,0.9313,0,1
PNS-48794,58.39,19.58,14,0,0.7915,0,1
PNS-48795,63.86,1.86,8,1,0.8652,1,1
PNS-48796,67.05,34.75,4,1,0.8814,1,0
PNS-48797,65.81,0.84,12,1,0.6927,0,1
PNS-48798,62.46,8.07,8,1,0.8642,0,1
PNS-48799,69.01,11.11,13,1,0.6255,0,1
PNS-48800,74.21,0.12,5,1,0.9626,0,1
PNS-48801,56.37,6.51,10,1,0.7663,0,1
PNS-48802,69.01,4.08,7,1,0.9471,0,1
PNS-48803,75.72,11.65,3,1,0.8749,0,1
PNS-48804,64.7,5.85,3,1,0.9364,0,1
PNS-48805,63.62,8.41,11,1,0.7272,0,1
PNS-48806,61.19,11.06,12,1,0.9634,0,1
PNS-48807,84.0,13.91,9,1,0.8253,0,1
PNS-48808,79.95,5.24,7,1,0.7615,0,1
PNS-48809,65.64,1.68,5,1,0.9544,0,1
PNS-48810,77.44,23.53,10,1,0.7683,0,1
PNS-48811,63.79,2.21,7,1,0.385,0,1
PNS-48812,66.76,29.76,9,0,0.6202,0,0
PNS-48813,59.52,34.16,3,1,0.9096,0,1
PNS-48814,79.78,13.57,6,0,0.9416,0,0
PNS-48815,63.36,1.63,8,1,0.8005,0,1
PNS-48816,64.6,1.56,8,1,0.8009,0,1
PNS-48817,71.41,17.59,12,1,0.8673,0,1
PNS-48818,73.24,19.24,8,1,0.7992,0,1
PNS-48819,67.02,67.66,8,1,0.8647,0,1
PNS-48820,60.07,13.46,11,1,0.7135,0,1
PNS-48821,62.74,31.22,10,1,0.7873,0,1
PNS-48822,80.73,2.32,9,1,0.9468,0,1
PNS-48823,73.03,8.78,7,1,0.7822,0,1
PNS-48824,79.38,4.21,11,1,0.8575,0,1
PNS-48825,82.22,4.03,5,0,0.8174,0,0
PNS-48826,62.74,7.65,6,0,0.7515,0,0
PNS-48827,74.56,3.43,8,1,0.9139,0,1
PNS-48828,60.78,51.51,9,1,0.8407,0,1
PNS-48829,76.27,7.09,13,0,0.9481,0,1
PNS-48830,74.62,7.55,6,1,0.8297,0,1
PNS-48831,75.81,11.17,9,1,0.9065,0,1
PNS-48832,71.22,9.37,7,1,0.7096,0,1
PNS-48833,61.15,9.59,8,1,0.8669,0,1
PNS-48834,65.28,45.79,7,1,0.8807,0,1
PNS-48835,62.72,34.56,9,1,0.542,0,1
PNS-48836,75.26,3.24,8,1,0.9636,0,1
PNS-48837,62.53,7.56,6,1,0.8715,0,1
PNS-48838,57.77,2.16,8,1,0.7163,0,1
PNS-48839,61.54,19.91,3,1,0.9189,0,1
PNS-48840,66.28,8.29,9,0,0.9238,0,1
PNS-48841,71.28,17.98,3,1,0.8922,1,0
PNS-48842,77.57,1.94,4,1,0.8328,0,1
PNS-48843,72.11,1.06,7,0,0.6108,0,0
PNS-48844,72.67,4.01,5,1,0.6435,1,0
PNS-48845,73.91,52.19,8,1,0.897,0,1
PNS-48846,74.54,0.91,7,1,0.8328,0,1
PNS-48847,76.27,14.7,5,1,0.7185,0,1
PNS-48848,88.04,37.52,11,1,0.8433,0,1
PNS-48849,74.41,22.98,4,1,0.7494,0,1
PNS-48850,70.29,7.29,10,1,0.925,0,1
PNS-48851,64.28,6.32,2,1,0.9263,0,1
PNS-48852,70.48,40.89,9,1,0.663,0,1
PNS-48853,77.23,31.1,6,1,0.6713,0,1
PNS-48854,58.25,5.62,10,0,0.8259,0,1
PNS-48855,78.07,1.23,12,1,0.7459,0,1
PNS-48856,64.59,14.65,9,1,0.9835,0,1
PNS-48857,66.14,4.39,4,1,0.6216,0,1
PNS-48858,72.17,6.08,13,1,0.708,0,1
PNS-48859,63.79,17.69,7,1,0.533,0,1
PNS-48860,71.67,50.39,10,1,0.7878,0,1
PNS-48861,58.78,58.38,15,1,0.8918,0,1
PNS-48862,75.01,1.94,8,1,0.7616,0,1
PNS-48863,69.57,5.25,6,1,0.8064,0,1
PNS-48864,67.97,2.57,6,1,0.8561,0,1
PNS-48865,70.2,11.32,8,1,0.5374,0,1
PNS-48866,67.84,0.07,9,1,0.8014,1,1
PNS-48867,71.53,4.96,7,1,0.5433,0,1
PNS-48868,66.34,11.75,3,1,0.7675,0,1
PNS-48869,65.67,7.63,8,1,0.8437,0,1
PNS-48870,69.52,2.02,8,1,0.9266,0,1
PNS-48871,78.92,50.27,8,1,0.7172,1,0
PNS-48872,58.7,17.88,9,1,0.8511,0,1
PNS-48873,80.92,28.02,14,1,0.6623,0,1
PNS-48874,66.06,11.48,7,1,0.7893,0,1
PNS-48875,77.74,28.94,9,1,0.6848,0,1
PNS-48876,76.34,11.8,10,1,0.8115,1,1
PNS-48877,75.7,2.53,6,1,0.7441,0,1
PNS-48878,68.37,29.88,8,1,0.763,0,1
PNS-48879,58.44,6.81,8,1,0.8221,0,1
PNS-48880,66.54,4.7,10,1,0.7045,0,1
PNS-48881,65.48,34.54,8,0,0.9187,0,1
PNS-48882,67.18,13.39,10,1,0.6387,1,0
PNS-48883,58.18,4.54,6,1,0.7485,0,1
PNS-48884,65.71,26.7,8,1,0.7724,0,1
PNS-48885,58.26,20.67,7,1,0.8317,0,1
PNS-48886,65.6,47.25,9,1,0.6285,0,1
PNS-48887,69.01,48.69,8,1,0.7609,0,1
PNS-48888,61.74,7.97,11,1,0.7859,0,1
PNS-48889,65.84,1.51,4,1,0.8249,0,1
PNS-48890,69.3,23.12,10,1,0.4411,0,1
PNS-48891,76.1,19.09,8,1,0.7973,1,1
PNS-48892,76.44,8.48,9,1,0.689,0,1
PNS-48893,70.44,60.69,11,1,0.9224,0,1
PNS-48894,67.76,34.75,13,1,0.7157,0,1
PNS-48895,70.84,8.18,8,1,0.8655,0,1
PNS-48896,82.4,33.03,4,1,0.9246,0,1
PNS-48897,72.01,2.23,6,1,0.644,0,1
PNS-48898,70.09,2.51,6,1,0.9751,0,1
PNS-48899,76.58,11.88,11,0,0.6126,0,0
PNS-48900,68.38,13.0,8,0,0.6171,0,0
PNS-48901,61.17,22.06,5,1,0.9178,0,1
PNS-48902,71.67,16.98,11,1,0.5869,0,1
PNS-48903,69.36,7.1,5,1,0.6169,0,1
PNS-48904,66.25,2.22,8,1,0.4843,0,1
PNS-48905,72.35,2.7,7,1,0.7167,1,1
PNS-48906,75.16,16.95,9,1,0.7434,0,1
PNS-48907,63.67,7.38,9,1,0.8834,0,1
PNS-48908,60.97,2.92,12,1,0.6825,0,1
PNS-48909,61.8,7.58,3,1,0.9167,0,1
PNS-48910,66.77,27.52,8,0,0.6306,0,0
PNS-48911,60.72,1.66,10,1,0.9756,0,1
PNS-48912,81.42,24.37,12,1,0.8667,0,1
PNS-48913,71.61,8.15,6,1,0.6039,0,1
PNS-48914,61.65,3.55,9,1,0.783,0,1
PNS-48915,69.92,6.32,9,1,0.5184,0,1
PNS-48916,63.33,20.63,11,1,0.9128,0,1
PNS-48917,65.36,2.25,5,0,0.9617,0,0
PNS-48918,62.92,23.44,9,1,0.7976,0,1
PNS-48919,88.34,12.4,7,1,0.8197,0,1
PNS-48920,82.3,2.98,6,1,0.8436,0,1
PNS-48921,68.41,24.21,14,1,0.7297,0,1
PNS-48922,66.96,23.12,10,1,0.7662,0,1
PNS-48923,66.01,33.58,12,1,0.8614,0,1
PNS-48924,73.92,50.92,7,1,0.6483,1,0
PNS-48925,67.66,9.32,7,1,0.8305,0,1
PNS-48926,69.44,34.86,8,1,0.8504,0,1
PNS-48927,73.68,10.23,4,0,0.9345,0,0
PNS-48928,71.87,2.05,5,1,0.5779,1,0
PNS-48929,77.75,49.88,7,1,0.6975,0,1
PNS-48930,76.45,42.39,4,1,0.7561,0,1
PNS-48931,66.12,16.06,7,1,0.762,0,1
PNS-48932,88.04,6.6,8,1,0.8726,0,1
PNS-48933,76.48,15.99,10,1,0.8457,0,1
PNS-48934,56.37,2.9,9,1,0.9339,0,1
